OrderID,OrderDate,Region,Country,Category,Product,Segment,Quantity,Sales,Profit
ORD1310,04-12-2024,North,USA,ELECTRONics,Chair,Consumer,9,1239.85,86.74
ORD1311,06-09-2024,South,India,Furniture,Chair,Corporate,2,1172.16,99.56
ORD1312,20-03-2024,North,UK,office supplies,Printer,Home Office,10,2679.60,155.12
ORD1313,07-04-2024,West,Canada,Electronics,Monitor,Home Office,2,103.35,11.17
ORD1314,31-05-2024,South,UK,FURNITURE,Printer,Home Office,5,4597.69,966.98
ORD1315,21-04-2024,West,India,Office supplies,Chair,Corporate,9,1087.18,122.35
ORD1316,30-01-2024,West,UK,electronics,Printer,Corporate,6,739.40,146.19
ORD1317,23-10-2024,West,Canada,Furniture,Mouse,Corporate,9,3612.99,249.30
ORD1318,04-10-2024,East,USA,OFFICE SUPPLIES,Printer,Home Office,1,4602.03,927.96
ORD1319,01-02-2024,West,Germany,Electronics,Keyboard,Home Office,8,4236.99,250.74
ORD1320,09-06-2024,East,Canada,furniture,Chair,Home Office,9,1685.59,371.50
ORD1321,30-01-2024,North,Canada,Office Supplies,Keyboard,Corporate,4,207.37,37.88
ORD1322,26-01-2024,North,Canada,ELECTRONICS,Keyboard,Corporate,7,2974.38,250.15
ORD1323,26-10-2024,South,Canada,Furniture,Desk,Consumer,2,4594.40,558.24
ORD1324,01-09-2024,South,India,office supplies,Printer,Home Office,4,3894.40,535.65
ORD1325,14-09-2024,East,Canada,Electronics,Desk,Corporate,5,4247.76,740.65
ORD1326,28-09-2024,North,UK,FURNITURE,Printer,Consumer,1,4317.28,974.39
ORD1327,21-03-2024,South,India,Office supplies,Monitor,Consumer,8,4806.74,329.70
ORD1328,30-01-2024,South,USA,electronics,Mouse,Home Office,5,1930.59,411.20
ORD1329,17-09-2024,South,UK,Furniture,Keyboard,Home Office,6,4715.42,408.23
ORD1330,11-02-2024,North,UK,OFFICE supplies,Printer,Corporate,2,2038.42,265.31
ORD1331,05-04-2024,South,UK,Electronics,Printer,Consumer,8,595.06,144.28
ORD1332,05-02-2024,North,UK,furniture,Laptop,Home Office,2,1578.65,164.76
ORD1333,31-10-2024,West,India,Office Supplies,Monitor,Home Office,4,768.61,97.72
ORD1334,04-02-2024,West,USA,ELECTRONics,Keyboard,Consumer,4,871.77,191.91
ORD1335,11-12-2024,West,USA,Furniture,Monitor,Home Office,10,4748.60,997.11
ORD1336,30-04-2024,East,Canada,office supplies,Desk,Consumer,6,3980.03,715.49
ORD1337,25-07-2024,North,Germany,Electronics,Desk,Consumer,10,4807.24,1006.55
ORD1338,02-03-2024,South,India,FURNITURE,Mouse,Home Office,7,3280.98,238.24
ORD1339,18-10-2024,East,USA,Office supplies,Printer,Consumer,3,953.59,180.45
ORD1340,06-05-2024,East,India,electronics,Mouse,Consumer,10,4846.84,299.19
ORD1341,23-10-2024,West,India,Furniture,Mouse,Corporate,3,3498.45,834.36
ORD1342,31-10-2024,North,Canada,OFFICE SUPPLIES,Chair,Consumer,4,4651.34,380.85
ORD1343,21-01-2024,South,USA,Electronics,Printer,Home Office,4,3956.26,527.00
ORD1344,13-11-2024,East,Germany,furniture,Laptop,Consumer,1,1193.86,200.75
ORD1345,11-02-2024,South,Germany,Office Supplies,Printer,Consumer,10,2985.86,628.38
ORD1346,02-08-2024,West,Germany,ELECTRONICS,Keyboard,Home Office,6,959.22,178.11
ORD1347,02-12-2024,North,UK,Furniture,Laptop,Consumer,9,1603.43,138.30
ORD1348,25-10-2024,South,USA,office supplies,Printer,Consumer,5,3473.64,437.51
ORD1349,16-10-2024,South,UK,Electronics,Desk,Consumer,10,724.01,88.13
ORD1350,24-09-2024,East,UK,FURNITURE,Keyboard,Home Office,9,3671.27,204.72
ORD1351,10-06-2024,South,UK,Office supplies,Printer,Corporate,3,4749.06,887.57
ORD1352,13-05-2024,North,Canada,electronics,Keyboard,Corporate,6,4748.62,1033.81
ORD1353,14-04-2024,North,Canada,Furniture,Desk,Consumer,5,2018.85,493.99
ORD1354,08-12-2024,South,India,OFFICE supplies,Chair,Home Office,5,4971.99,378.52
ORD1355,09-06-2024,East,India,Electronics,Chair,Home Office,10,4829.40,1130.46
ORD1356,02-05-2024,East,USA,furniture,Mouse,Home Office,5,258.68,18.78
ORD1357,15-05-2024,West,USA,Office Supplies,Monitor,Home Office,9,3051.70,403.61
ORD1358,21-07-2024,North,Canada,ELECTRONics,Printer,Corporate,2,4613.09,273.07
ORD1359,08-03-2024,West,India,Furniture,Monitor,Home Office,3,4840.91,495.33
ORD1360,09-12-2024,East,India,office supplies,Keyboard,Corporate,7,1182.39,133.43
ORD1361,26-11-2024,West,UK,Electronics,Printer,Consumer,1,2871.20,548.15
ORD1362,02-06-2024,East,Germany,FURNITURE,Chair,Consumer,5,4689.77,870.35
ORD1363,22-08-2024,West,Germany,Office supplies,Laptop,Home Office,3,789.15,160.60
ORD1364,10-06-2024,West,Germany,electronics,Monitor,Home Office,3,3752.18,620.35
ORD1365,07-02-2024,North,Canada,Furniture,Keyboard,Corporate,4,1266.18,206.39
ORD1366,05-01-2024,North,Germany,OFFICE SUPPLIES,Monitor,Consumer,3,4913.66,1206.69
ORD1367,22-08-2024,West,Germany,Electronics,Chair,Consumer,6,922.65,169.74
ORD1368,14-11-2024,East,UK,furniture,Chair,Home Office,4,4438.07,522.18
ORD1369,15-10-2024,East,USA,Office Supplies,Laptop,Home Office,7,534.76,82.68
ORD1370,21-02-2024,North,Canada,ELECTRONICS,Keyboard,Corporate,8,3573.93,679.46
ORD1371,07-02-2024,North,India,Furniture,Monitor,Home Office,3,3231.60,223.14
ORD1372,02-10-2024,South,UK,office supplies,Chair,Corporate,10,4444.60,810.44
ORD1373,19-04-2024,North,Germany,Electronics,Keyboard,Consumer,5,2288.49,228.20
ORD1374,16-09-2024,East,India,FURNITURE,Chair,Home Office,7,1399.54,166.76
ORD1375,15-05-2024,North,UK,Office supplies,Laptop,Home Office,7,1322.75,245.05
ORD1376,08-03-2024,South,Canada,electronics,Laptop,Home Office,8,432.19,54.88
ORD1377,27-06-2024,West,Germany,Furniture,Desk,Corporate,2,1357.62,295.70
ORD1378,05-02-2024,West,Canada,OFFICE supplies,Printer,Consumer,2,629.37,101.75
ORD1379,05-05-2024,East,UK,Electronics,Keyboard,Consumer,7,106.28,26.31
ORD1380,08-07-2024,South,India,furniture,Desk,Consumer,9,1991.09,121.28
ORD1381,25-05-2024,West,USA,Office Supplies,Laptop,Home Office,5,3689.66,659.27
ORD1382,21-03-2024,West,Germany,ELECTRONics,Keyboard,Consumer,6,4848.60,394.61
ORD1383,12-08-2024,North,Canada,Furniture,Mouse,Consumer,8,4434.30,974.52
ORD1384,05-10-2024,West,India,office supplies,Chair,Consumer,8,2516.10,554.48
ORD1385,26-12-2024,East,India,Electronics,Laptop,Home Office,6,1955.69,437.85
ORD1386,03-06-2024,West,USA,FURNITURE,Monitor,Home Office,10,2775.52,180.33
ORD1387,09-11-2024,East,UK,Office supplies,Chair,Corporate,1,597.00,88.55
ORD1388,30-11-2024,East,USA,electronics,Desk,Corporate,2,2449.50,240.49
ORD1389,27-09-2024,North,USA,Furniture,Keyboard,Corporate,8,4333.85,1057.59
ORD1390,05-01-2024,South,UK,OFFICE SUPPLIES,Desk,Corporate,6,3289.75,197.62
ORD1391,07-12-2024,East,UK,Electronics,Desk,Consumer,2,3467.09,327.78
ORD1392,10-10-2024,West,UK,furniture,Keyboard,Corporate,9,897.02,160.26
ORD1393,02-06-2024,West,India,Office Supplies,Chair,Corporate,7,461.18,60.26
ORD1394,05-12-2024,East,India,ELECTRONICS,Mouse,Corporate,4,4244.24,411.69
ORD1395,23-02-2024,West,Germany,Furniture,Printer,Home Office,7,1545.05,219.12
ORD1396,09-03-2024,North,Germany,office supplies,Printer,Consumer,4,1661.71,349.38
ORD1397,15-05-2024,West,USA,Electronics,Printer,Home Office,8,4763.14,665.03
ORD1398,29-02-2024,North,USA,FURNITURE,Keyboard,Consumer,5,463.58,102.60
ORD1399,24-02-2024,East,Germany,Office supplies,Laptop,Corporate,6,933.52,130.15
ORD1400,10-10-2024,East,Canada,electronics,Mouse,Home Office,5,1939.74,143.04
ORD1401,20-03-2024,East,USA,Furniture,Laptop,Consumer,6,3686.73,551.07
ORD1402,19-05-2024,North,Canada,OFFICE supplies,Keyboard,Home Office,9,2780.53,502.37
ORD1403,24-05-2024,West,Canada,Electronics,Monitor,Home Office,10,4500.81,317.44
ORD1404,05-11-2024,North,UK,furniture,Chair,Consumer,3,556.21,73.68
ORD1405,17-04-2024,West,India,Office Supplies,Monitor,Consumer,10,3010.75,486.01
ORD1406,24-06-2024,West,Germany,ELECTRONics,Keyboard,Corporate,8,3106.86,155.45
ORD1407,14-04-2024,North,India,Furniture,Keyboard,Corporate,6,2465.41,168.09
ORD1408,17-12-2024,South,Germany,office supplies,Mouse,Corporate,1,251.87,43.03
ORD1409,20-11-2024,East,India,Electronics,Laptop,Home Office,1,4717.97,820.05
ORD1410,15-05-2024,West,Germany,FURNITURE,Chair,Corporate,2,908.49,100.77
ORD1411,15-09-2024,West,India,Office supplies,Desk,Consumer,8,4459.79,676.41
ORD1412,07-09-2024,North,UK,electronics,Mouse,Home Office,1,869.81,79.47
ORD1413,08-05-2024,South,Canada,Furniture,Chair,Consumer,2,596.16,109.87
ORD1414,27-01-2024,East,Germany,OFFICE SUPPLIES,Laptop,Home Office,3,1107.20,265.81
ORD1415,17-02-2024,South,Canada,Electronics,Mouse,Consumer,8,1030.92,126.46
ORD1416,20-11-2024,East,Germany,furniture,Desk,Consumer,8,3516.26,213.98
ORD1417,04-08-2024,West,Germany,Office Supplies,Mouse,Corporate,1,3637.99,344.09
ORD1418,21-05-2024,West,UK,ELECTRONICS,Desk,Corporate,7,3676.87,518.04
ORD1419,23-01-2024,North,India,Furniture,Chair,Home Office,4,1399.80,226.81
ORD1420,02-01-2024,North,Germany,office supplies,Keyboard,Corporate,3,1479.46,257.35
ORD1421,19-06-2024,South,India,Electronics,Mouse,Home Office,5,1263.99,182.81
ORD1422,07-03-2024,South,UK,FURNITURE,Printer,Consumer,3,343.21,62.27
ORD1423,22-11-2024,East,USA,Office supplies,Laptop,Home Office,5,2901.67,560.55
ORD1424,14-05-2024,North,Canada,electronics,Laptop,Consumer,2,4215.29,306.89
ORD1425,23-03-2024,West,Germany,Furniture,Printer,Consumer,6,852.59,172.11
ORD1426,14-08-2024,North,UK,OFFICE supplies,Monitor,Consumer,5,1868.06,176.25
ORD1427,09-10-2024,South,India,Electronics,Monitor,Home Office,2,2195.27,259.64
ORD1428,27-12-2024,North,Germany,furniture,Laptop,Home Office,6,1543.29,333.31
ORD1429,06-08-2024,West,India,Office Supplies,Printer,Corporate,3,3343.90,812.19
ORD1430,14-10-2024,North,USA,ELECTRONics,Printer,Corporate,1,3041.06,329.64
ORD1431,05-01-2024,South,Germany,Furniture,Desk,Consumer,7,1078.41,166.50
ORD1432,27-02-2024,West,Canada,Office Supplies,Keyboard,Consumer,5,226.10,43.05
ORD1433,08-02-2024,East,Germany,Office Supplies,Monitor,Home Office,4,937.08,55.43
ORD1434,19-12-2024,East,Canada,Furniture,Monitor,Corporate,7,1529.88,126.72
ORD1435,17-03-2024,West,India,Furniture,Desk,Home Office,2,501.49,39.16
ORD1436,06-10-2024,West,Germany,Electronics,Chair,Home Office,2,4234.47,818.82
ORD1437,19-01-2024,West,UK,Office Supplies,Mouse,Home Office,1,1610.93,313.02
ORD1438,08-07-2024,South,UK,Office Supplies,Monitor,Consumer,4,2047.59,146.18
ORD1439,25-10-2024,West,USA,Office Supplies,Desk,Consumer,8,2496.57,429.84
ORD1440,09-10-2024,South,UK,Office Supplies,Printer,Corporate,2,3339.10,292.20
ORD1441,16-03-2024,West,USA,Electronics,Chair,Consumer,3,546.57,129.01
ORD1442,08-08-2024,South,India,Furniture,Mouse,Consumer,10,2766.22,355.68
ORD1443,06-03-2024,South,Canada,Office Supplies,Laptop,Home Office,4,1005.92,142.25
ORD1444,22-01-2024,North,India,Electronics,Printer,Consumer,9,4438.91,915.68
ORD1445,06-06-2024,East,Canada,Electronics,Chair,Home Office,8,1910.07,369.33
ORD1446,05-07-2024,West,Canada,Electronics,Keyboard,Corporate,1,2284.30,163.45
ORD1447,21-01-2024,East,USA,Electronics,Desk,Consumer,1,1390.15,184.74
ORD1448,02-07-2024,East,UK,Electronics,Keyboard,Corporate,6,2378.78,559.79
ORD1449,17-04-2024,North,UK,Furniture,Printer,Consumer,2,1208.59,262.86
ORD1450,15-12-2024,East,USA,Electronics,Keyboard,Home Office,7,1415.95,237.54
ORD1451,07-05-2024,East,USA,Furniture,Chair,Consumer,3,402.03,82.19
ORD1452,07-12-2024,West,India,Office Supplies,Laptop,Home Office,8,3785.95,530.42
ORD1453,22-02-2024,South,USA,Office Supplies,Keyboard,Corporate,2,3370.60,612.41
ORD1454,30-06-2024,West,UK,Furniture,Printer,Home Office,4,519.97,125.44
ORD1455,13-10-2024,West,USA,Furniture,Mouse,Home Office,7,1784.58,137.28
ORD1456,27-07-2024,East,USA,Office Supplies,Printer,Corporate,2,2753.10,412.32
ORD1457,13-11-2024,East,Canada,Electronics,Monitor,Corporate,2,4856.46,757.96
ORD1458,20-03-2024,West,USA,Office Supplies,Keyboard,Home Office,2,2989.66,178.53
ORD1459,01-05-2024,West,India,Electronics,Mouse,Consumer,6,2812.65,666.77
ORD1460,24-03-2024,East,USA,Electronics,Chair,Home Office,6,4219.91,918.94
ORD1461,31-03-2024,South,Germany,Furniture,Chair,Home Office,5,4110.19,602.50
ORD1462,30-07-2024,South,Germany,Furniture,Monitor,Consumer,3,2151.30,326.28
ORD1463,13-01-2024,West,Canada,Office Supplies,Mouse,Home Office,7,2724.02,638.05
ORD1464,01-04-2024,South,Canada,Office Supplies,Keyboard,Home Office,3,4347.78,371.48
ORD1465,19-06-2024,West,Germany,Furniture,Desk,Corporate,3,2426.64,402.12
ORD1466,29-07-2024,North,Canada,Office Supplies,Mouse,Consumer,2,4420.10,866.78
ORD1467,08-12-2024,East,Canada,Furniture,Desk,Consumer,9,2433.69,184.17
ORD1468,07-05-2024,West,UK,Furniture,Monitor,Corporate,10,486.88,62.07
ORD1469,16-05-2024,West,UK,Office Supplies,Printer,Consumer,1,4523.61,769.51
ORD1470,22-03-2024,West,USA,Electronics,Laptop,Consumer,10,3600.10,815.56
ORD1471,25-12-2024,South,Germany,Electronics,Desk,Corporate,3,2560.30,386.15
ORD1472,25-02-2024,West,India,Furniture,Keyboard,Home Office,8,4512.23,572.75
ORD1473,14-07-2024,North,Germany,Office Supplies,Laptop,Home Office,6,4022.21,989.06
ORD1474,20-01-2024,South,Germany,Electronics,Chair,Home Office,4,3419.92,797.46
ORD1475,28-08-2024,East,UK,Furniture,Chair,Corporate,3,3139.34,635.64
ORD1476,23-04-2024,North,UK,Furniture,Desk,Corporate,7,689.38,72.19
ORD1477,12-04-2024,West,Canada,Office Supplies,Printer,Consumer,10,3810.22,924.81
ORD1478,23-08-2024,North,India,Office Supplies,Chair,Home Office,8,947.11,231.19
ORD1479,28-06-2024,West,UK,Furniture,Laptop,Corporate,4,4923.40,692.08
ORD1480,05-06-2024,North,Canada,Electronics,Printer,Corporate,2,4863.61,372.91
ORD1481,26-04-2024,South,India,Office Supplies,Desk,Corporate,2,4061.46,538.34
ORD1482,24-04-2024,West,UK,Office Supplies,Chair,Consumer,3,718.31,136.48
ORD1483,13-01-2024,South,Germany,Office Supplies,Desk,Corporate,2,2174.54,434.22
ORD1484,03-12-2024,North,Germany,Electronics,Mouse,Home Office,10,4942.57,542.61
ORD1485,08-04-2024,West,India,Electronics,Printer,Corporate,7,2233.43,425.02
ORD1486,23-07-2024,East,India,Furniture,Printer,Corporate,6,4986.62,1107.74
ORD1487,17-06-2024,East,UK,Office Supplies,Printer,Consumer,7,3173.41,610.48
ORD1488,22-05-2024,West,UK,Electronics,Monitor,Home Office,6,4187.13,992.78
ORD1489,05-02-2024,North,India,Electronics,Keyboard,Home Office,3,1363.64,240.71
ORD1490,22-05-2024,East,India,Office Supplies,Monitor,Home Office,4,4562.94,411.48
ORD1491,28-06-2024,West,Canada,Electronics,Laptop,Corporate,5,4579.45,800.64
ORD1492,24-11-2024,East,Canada,Furniture,Printer,Consumer,2,428.36,46.31
ORD1493,17-09-2024,West,Canada,Electronics,Keyboard,Home Office,4,2001.69,238.32
ORD1494,23-07-2024,North,Germany,Electronics,Printer,Corporate,9,2047.04,377.63
ORD1495,13-12-2024,North,Germany,Furniture,Keyboard,Consumer,10,1698.02,418.17
ORD1496,01-10-2024,South,Canada,Office Supplies,Chair,Home Office,10,1453.38,261.63
ORD1497,18-06-2024,East,Canada,Electronics,Laptop,Consumer,10,2344.97,566.70
ORD1498,15-01-2024,South,India,Furniture,Keyboard,Consumer,5,4379.98,660.41
ORD1499,29-02-2024,North,Germany,Office Supplies,Laptop,Corporate,1,3954.10,746.78
